Date,srad,tmmx,tmmn,Vpar,tdew,rmax,rmin,vs,Rain,ETref,MorP
2025-07-27,24.33284424,33.11111111111111,8.48888888888889,,4.227777777777778,70.01,17.1,2.101088,0.0,6.35,P
2025-07-28,28.12106088,35.50000000000001,2.9111111111111123,,2.872222222222223,85.5,10.59,1.542288,0.0,6.35,P
2025-07-29,24.19007436,35.66666666666667,8.211111111111112,,3.811111111111111,66.9,9.99,2.1547328,0.0,6.858,P
2025-07-30,27.551237399999998,35.94444444444445,10.66111111111111,,3.2555555555555555,54.49,7.78,2.503424,0.0,7.619999999999999,P
2025-07-31,24.370944120000004,33.16666666666667,6.344444444444446,,4.383333333333334,77.25,16.6,2.8521152,0.0,6.858,P
2025-08-01,23.58759384,31.05555555555556,6.233333333333333,,6.261111111111113,83.3,21.44,2.0161504,0.0,5.588,P
2025-08-02,25.70192784,31.0,13.783333333333335,,6.361111111111113,69.81,18.13,3.0219904,0.0,6.858,P
2025-08-03,24.360477120000002,33.22222222222222,5.88888888888889,,5.033333333333335,84.0,15.68,1.4171167999999998,0.0,5.588,P
2025-08-04,19.868040720000003,28.000000000000004,10.92222222222222,,6.488888888888889,71.11,25.07,3.4824416,0.0,5.842,P
2025-08-05,27.18363636,31.222222222222225,9.444444444444445,,4.822222222222222,71.32,18.03,2.0697951999999997,0.0,6.35,P
2025-08-06,27.329337000000002,34.44444444444444,4.53888888888889,,4.266666666666667,86.8,15.77,2.4006048,0.0,6.858,P
2025-08-07,24.65145972,30.0,21.772222222222222,,4.8888888888888875,35.32,23.6,6.0216288,0.0,9.652,P
2025-08-08,28.35761508,25.500000000000004,15.811111111111112,,0.09999999999999985,41.68,16.01,6.1333888000000005,0.0,8.636000000000001,P
2025-08-09,20.35287216,26.638888888888893,3.6277777777777787,,-0.08888888888888898,74.63,14.81,2.1413216,0.0,5.08,P
2025-08-10,27.09362016,29.833333333333336,2.6833333333333327,,2.03888888888889,87.6,14.36,1.8820384,0.0,5.842,P
2025-08-11,26.50202532,32.83333333333333,6.8277777777777775,,5.6611111111111105,78.61,20.88,1.5109952,0.0,5.842,P
2025-08-12,26.0167752,35.166666666666664,6.372222222222222,,5.355555555555556,87.8,10.52,1.5735808,0.0,6.095999999999999,P
2025-08-13,17.85000312,35.44444444444444,8.916666666666666,,6.822222222222223,79.79,17.21,2.414016,0.0,6.095999999999999,P
2025-08-14,20.6702316,33.88888888888889,9.994444444444445,,7.783333333333332,83.2,18.4,1.8060416,0.0,5.334,P
2025-08-15,14.547873960000002,31.0,8.438888888888888,,7.494444444444446,87.4,21.77,2.1949664,0.0,4.571999999999999,P
2025-08-16,20.8377036,33.5,9.744444444444444,,7.711111111111113,87.9,16.18,2.0742656,0.0,5.588,P
2025-08-17,16.43612076,29.388888888888893,11.344444444444447,,8.411111111111111,76.87,21.75,2.7805888,0.0,5.08,P
2025-08-18,24.548883120000003,34.888888888888886,5.68888888888889,,5.133333333333335,90.2,13.06,1.6764,0.0,5.842,P
2025-08-19,25.63033356,36.94444444444444,6.488888888888889,,2.561111111111111,81.4,9.99,2.2977855999999997,0.0,7.112,P
2025-08-20,14.729162400000002,32.666666666666664,12.972222222222223,,7.083333333333334,62.16,22.12,2.3737823999999996,0.0,5.08,P
2025-08-21,23.24218284,33.16666666666667,13.716666666666667,,5.116666666666667,60.13,15.56,2.4095456,0.0,6.35,P
2025-08-22,24.517063440000005,34.66666666666667,7.016666666666668,,4.833333333333335,84.7,12.39,1.3187680000000002,0.0,5.334,P
2025-08-23,21.96562752,36.611111111111114,8.372222222222224,,5.344444444444443,80.6,8.03,1.4171167999999998,0.0,5.588,P
2025-08-24,12.512251800000001,31.27777777777778,12.316666666666668,,9.127777777777778,74.28,25.4,2.056384,0.0,4.3180000000000005,P
2025-08-25,10.62567972,25.311111111111114,14.861111111111112,,13.355555555555556,91.7,52.84,1.1891264000000001,0.0,2.54,P
2025-08-26,10.421363880000001,27.555555555555554,10.98888888888889,,14.100000000000001,96.8,45.73,1.2695935999999999,0.0,2.54,P
2025-08-27,10.3769838,24.127777777777784,14.15,,14.622222222222224,98.0,57.1,1.8060416,0.0,2.54,P
2025-08-28,19.54942524,26.888888888888893,12.383333333333333,,11.066666666666668,95.9,31.17,2.2083776,0.0,4.3180000000000005,P
2025-08-29,22.486884120000003,28.88888888888889,7.316666666666668,,8.372222222222224,96.6,20.19,1.1176,0.0,4.3180000000000005,P
2025-08-30,22.420314,29.166666666666668,6.766666666666667,,7.405555555555555,96.2,19.41,0.89408,0.0,4.064,P
2025-08-31,22.674871440000004,31.611111111111114,4.155555555555554,,5.633333333333334,94.7,11.68,0.8851392,0.0,4.3180000000000005,P
