Date,srad,tmmx,tmmn,vpar,tdew,rmax,rmin,vs,pr,ET,MorP
1981-06-27,28.253,34.25,17.35,,,91.0,22.1,7.8,0.0,,
1981-06-28,27.613,34.15,17.55,,,77.6,21.6,7.0,0.0,,
1981-06-29,17.764,31.85,17.75,,,89.2,26.0,3.8,0.6,,
1981-06-30,21.082,30.05,18.25,,,90.5,29.8,3.6,0.4,,
1981-07-01,23.553,32.05,19.15,,,89.0,30.6,4.6,0.8,,
1981-07-02,26.361,33.95,16.95,,,86.2,25.3,3.7,2.5,,
1981-07-03,26.844,31.25,20.25,,,93.5,23.7,4.1,14.0,,
1981-07-04,25.099,30.75,18.45,,,100.0,33.1,2.0,1.6,,
1981-07-05,29.661,31.85,16.35,,,81.2,25.2,3.5,0.0,,
1981-07-06,29.583,31.85,15.35,,,90.6,24.9,3.5,0.0,,
1981-07-07,26.196,32.25,15.55,,,85.0,27.2,6.0,12.9,,
1981-07-08,28.944,32.25,15.75,,,100.0,31.8,4.8,3.8,,
1981-07-09,25.082,29.35,16.45,,,100.0,27.7,5.1,1.5,,
1981-07-10,28.728,31.25,17.65,,,90.3,34.9,6.8,0.0,,
1981-07-11,29.004,34.25,17.25,,,83.8,28.4,6.3,0.0,,
1981-07-12,28.996,34.45,18.15,,,71.1,25.0,6.6,0.0,,
1981-07-13,28.693,34.25,17.25,,,70.4,24.9,6.0,4.0,,
1981-07-14,27.924,35.55,17.75,,,82.3,22.1,4.9,3.0,,
1981-07-15,23.224,32.75,19.85,,,86.4,21.4,2.7,5.2,,
1981-07-16,25.376,31.65,18.15,,,96.4,26.4,3.4,0.4,,
1981-07-17,24.106,32.75,18.75,,,88.4,30.0,3.8,4.8,,
1981-07-18,20.926,31.35,20.45,,,94.3,28.1,2.3,6.9,,
1981-07-19,28.59,33.15,19.45,,,100.0,30.0,2.2,0.0,,
1981-07-20,28.745,36.05,18.55,,,86.7,22.5,3.2,0.0,,
1981-07-21,29.203,38.25,19.85,,,70.4,12.4,4.6,0.0,,
1981-07-22,28.823,38.35,19.05,,,54.6,11.7,5.1,0.0,,
1981-07-23,28.434,37.05,18.65,,,64.0,13.8,4.8,0.0,,
1981-07-24,27.19,35.65,18.65,,,64.7,18.3,6.5,0.0,,
1981-07-25,27.708,34.65,18.25,,,62.2,19.1,6.3,0.3,,
1981-07-26,24.322,32.65,19.05,,,76.0,22.1,4.9,11.4,,
1981-07-27,26.067,31.35,17.55,,,100.0,27.7,3.2,2.7,,
1981-07-28,24.9,29.25,17.15,,,95.8,33.0,5.4,1.3,,
1981-07-29,27.769,31.15,13.75,,,100.0,39.1,5.4,0.0,,
1981-07-30,27.847,32.85,15.35,,,100.0,32.7,5.1,0.0,,
1981-07-31,27.311,34.05,17.65,,,98.9,29.7,5.1,0.0,,
1981-08-01,23.466,33.45,18.45,,,91.6,27.5,4.7,3.5,,
1981-08-02,23.363,32.95,20.35,,,95.6,27.7,3.2,1.1,,
1981-08-03,24.564,32.95,19.05,,,87.6,32.3,2.9,0.0,,
1981-08-04,24.564,32.45,17.85,,,94.6,31.6,5.8,0.0,,
1981-08-05,24.581,34.85,18.25,,,87.4,29.9,4.7,6.3,,
1981-08-06,23.604,34.35,19.45,,,90.4,28.6,3.5,4.8,,
1981-08-07,25.341,28.35,17.05,,,100.0,28.9,3.3,4.0,,
1981-08-08,25.263,28.85,15.95,,,100.0,34.0,2.5,3.6,,
